,ds,y
1930,2023-04-15,35643.05
1931,2023-04-16,35656.05
1932,2023-04-17,35669.06
1933,2023-04-18,35682.07
1934,2023-04-19,35695.08
1935,2023-04-20,35708.1
1936,2023-04-21,35721.12
1937,2023-04-22,35734.15
1938,2023-04-23,35747.19
1939,2023-04-24,35760.22
1940,2023-04-25,35773.27
1941,2023-04-26,35786.31
1942,2023-04-27,35799.37
1943,2023-04-28,35812.42
1944,2023-04-29,35825.49
1945,2023-04-30,35838.55
1946,2023-05-01,35851.62
1947,2023-05-02,35864.7
1948,2023-05-03,35877.78
1949,2023-05-04,35890.87
1950,2023-05-05,35903.96
1951,2023-05-06,35917.05
1952,2023-05-07,35930.15
1953,2023-05-08,35943.26
1954,2023-05-09,35956.37
1955,2023-05-10,35959.84
1956,2023-05-11,35963.32
1957,2023-05-12,35966.79
1958,2023-05-13,35970.27
1959,2023-05-14,35973.75
1960,2023-05-15,35977.22
1961,2023-05-16,35980.7
1962,2023-05-17,35984.18
1963,2023-05-18,35987.65
1964,2023-05-19,35991.13
1965,2023-05-20,35994.61
1966,2023-05-21,35998.09
1967,2023-05-22,36001.57
1968,2023-05-23,36005.05
1969,2023-05-24,36008.52
1970,2023-05-25,36012.0
1971,2023-05-26,36015.48
1972,2023-05-27,36018.96
1973,2023-05-28,36022.44
1974,2023-05-29,36025.93
1975,2023-05-30,36029.41
1976,2023-05-31,36032.89
1977,2023-06-01,36036.37
1978,2023-06-02,36039.85
1979,2023-06-03,36043.34
1980,2023-06-04,36046.82
1981,2023-06-05,36050.3
1982,2023-06-06,36053.79
1983,2023-06-07,36057.27
1984,2023-06-08,36060.75
1985,2023-06-09,36064.24
1986,2023-06-10,36065.44
1987,2023-06-11,36066.64
1988,2023-06-12,36067.84
1989,2023-06-13,36069.05
1990,2023-06-14,36070.25
1991,2023-06-15,36071.45
1992,2023-06-16,36072.65
1993,2023-06-17,36073.85
1994,2023-06-18,36075.06
1995,2023-06-19,36076.26
1996,2023-06-20,36077.46
1997,2023-06-21,36078.66
1998,2023-06-22,36079.86
1999,2023-06-23,36081.07
2000,2023-06-24,36082.27
2001,2023-06-25,36083.47
2002,2023-06-26,36084.67
2003,2023-06-27,36085.87
2004,2023-06-28,36087.08
2005,2023-06-29,36088.28
2006,2023-06-30,36089.48
2007,2023-07-01,36090.68
2008,2023-07-02,36091.89
2009,2023-07-03,36093.09
2010,2023-07-04,36094.29
2011,2023-07-05,36095.49
2012,2023-07-06,36096.7
2013,2023-07-07,36097.9
2014,2023-07-08,36099.1
2015,2023-07-09,36100.3
2016,2023-07-10,36097.97
2017,2023-07-11,36095.64
2018,2023-07-12,36093.31
2019,2023-07-13,36090.98
2020,2023-07-14,36088.64
2021,2023-07-15,36086.31
2022,2023-07-16,36083.98
2023,2023-07-17,36081.65
2024,2023-07-18,36079.32
2025,2023-07-19,36076.99
2026,2023-07-20,36074.66
2027,2023-07-21,36072.33
2028,2023-07-22,36070.0
2029,2023-07-23,36067.68
2030,2023-07-24,36065.35
2031,2023-07-25,36063.02
2032,2023-07-26,36060.69
2033,2023-07-27,36058.36
2034,2023-07-28,36056.03
2035,2023-07-29,36053.7
2036,2023-07-30,36051.37
2037,2023-07-31,36049.05
2038,2023-08-01,36046.72
2039,2023-08-02,36044.39
2040,2023-08-03,36042.06
2041,2023-08-04,36039.73
2042,2023-08-05,36037.41
2043,2023-08-06,36035.08
2044,2023-08-07,36032.75
2045,2023-08-08,36030.43
2046,2023-08-09,36028.1
2047,2023-08-10,36032.74
2048,2023-08-11,36037.38
2049,2023-08-12,36042.02
2050,2023-08-13,36046.66
2051,2023-08-14,36051.31
2052,2023-08-15,36055.95
2053,2023-08-16,36060.59
2054,2023-08-17,36065.24
2055,2023-08-18,36069.88
2056,2023-08-19,36074.53
2057,2023-08-20,36079.17
2058,2023-08-21,36083.82
2059,2023-08-22,36088.46
2060,2023-08-23,36093.11
2061,2023-08-24,36097.76
2062,2023-08-25,36102.41
2063,2023-08-26,36107.06
2064,2023-08-27,36111.71
2065,2023-08-28,36116.36
2066,2023-08-29,36121.01
2067,2023-08-30,36125.66
2068,2023-08-31,36130.31
2069,2023-09-01,36134.97
2070,2023-09-02,36139.62
2071,2023-09-03,36144.27
2072,2023-09-04,36148.93
2073,2023-09-05,36153.58
2074,2023-09-06,36158.24
2075,2023-09-07,36162.9
2076,2023-09-08,36167.55
2077,2023-09-09,36172.21
2078,2023-09-10,36173.42
2079,2023-09-11,36174.62
2080,2023-09-12,36175.83
2081,2023-09-13,36177.03
2082,2023-09-14,36178.24
2083,2023-09-15,36179.44
2084,2023-09-16,36180.65
2085,2023-09-17,36181.85
2086,2023-09-18,36183.06
2087,2023-09-19,36184.26
2088,2023-09-20,36185.47
2089,2023-09-21,36186.67
2090,2023-09-22,36187.88
2091,2023-09-23,36189.09
2092,2023-09-24,36190.29
2093,2023-09-25,36191.5
2094,2023-09-26,36192.7
2095,2023-09-27,36193.91
2096,2023-09-28,36195.11
2097,2023-09-29,36196.32
2098,2023-09-30,36197.53
2099,2023-10-01,36198.73
2100,2023-10-02,36199.94
2101,2023-10-03,36201.14
2102,2023-10-04,36202.35
2103,2023-10-05,36203.56
2104,2023-10-06,36204.76
2105,2023-10-07,36205.97
2106,2023-10-08,36207.18
2107,2023-10-09,36208.38
2108,2023-10-10,36216.53
2109,2023-10-11,36224.68
2110,2023-10-12,36232.83
2111,2023-10-13,36240.99
2112,2023-10-14,36249.14
2113,2023-10-15,36257.3
2114,2023-10-16,36265.46
2115,2023-10-17,36273.62
2116,2023-10-18,36281.78
2117,2023-10-19,36289.95
2118,2023-10-20,36298.11
2119,2023-10-21,36306.28
2120,2023-10-22,36314.45
2121,2023-10-23,36322.63
2122,2023-10-24,36330.8
2123,2023-10-25,36338.98
2124,2023-10-26,36347.15
2125,2023-10-27,36355.33
2126,2023-10-28,36363.52
2127,2023-10-29,36371.7
2128,2023-10-30,36379.88
2129,2023-10-31,36388.07
2130,2023-11-01,36396.26
2131,2023-11-02,36404.45
2132,2023-11-03,36412.64
2133,2023-11-04,36420.84
2134,2023-11-05,36429.03
2135,2023-11-06,36437.23
2136,2023-11-07,36445.43
2137,2023-11-08,36453.63
2138,2023-11-09,36461.84
2139,2023-11-10,36466.69
2140,2023-11-11,36471.55
2141,2023-11-12,36476.4
2142,2023-11-13,36481.25
2143,2023-11-14,36486.11
2144,2023-11-15,36490.96
2145,2023-11-16,36495.82
2146,2023-11-17,36500.68
2147,2023-11-18,36505.53
2148,2023-11-19,36510.39
2149,2023-11-20,36515.25
2150,2023-11-21,36520.11
2151,2023-11-22,36524.97
2152,2023-11-23,36529.83
2153,2023-11-24,36534.69
2154,2023-11-25,36539.55
2155,2023-11-26,36544.42
2156,2023-11-27,36549.28
2157,2023-11-28,36554.14
2158,2023-11-29,36559.01
2159,2023-11-30,36563.87
2160,2023-12-01,36568.74
2161,2023-12-02,36573.6
2162,2023-12-03,36578.47
2163,2023-12-04,36583.34
2164,2023-12-05,36588.21
2165,2023-12-06,36593.08
2166,2023-12-07,36597.95
2167,2023-12-08,36602.82
2168,2023-12-09,36607.69
2169,2023-12-10,36615.93
2170,2023-12-11,36624.17
2171,2023-12-12,36632.41
2172,2023-12-13,36640.65
2173,2023-12-14,36648.9
2174,2023-12-15,36657.15
2175,2023-12-16,36665.4
2176,2023-12-17,36673.65
2177,2023-12-18,36681.9
2178,2023-12-19,36690.16
2179,2023-12-20,36698.41
2180,2023-12-21,36706.67
2181,2023-12-22,36714.93
2182,2023-12-23,36723.2
2183,2023-12-24,36731.46
2184,2023-12-25,36739.73
2185,2023-12-26,36747.99
2186,2023-12-27,36756.26
2187,2023-12-28,36764.54
2188,2023-12-29,36772.81
2189,2023-12-30,36781.09
2190,2023-12-31,36789.36
2191,2024-01-01,36797.64
2192,2024-01-02,36805.92
2193,2024-01-03,36814.21
2194,2024-01-04,36822.49
2195,2024-01-05,36830.78
2196,2024-01-06,36839.07
2197,2024-01-07,36847.36
2198,2024-01-08,36855.65
2199,2024-01-09,36863.94
2200,2024-01-10,36857.98
2201,2024-01-11,36852.02
2202,2024-01-12,36846.06
2203,2024-01-13,36840.1
2204,2024-01-14,36834.15
2205,2024-01-15,36828.19
2206,2024-01-16,36822.24
2207,2024-01-17,36816.29
2208,2024-01-18,36810.33
2209,2024-01-19,36804.38
2210,2024-01-20,36798.43
2211,2024-01-21,36792.48
2212,2024-01-22,36786.53
2213,2024-01-23,36780.58
2214,2024-01-24,36774.64
2215,2024-01-25,36768.69
2216,2024-01-26,36762.75
2217,2024-01-27,36756.8
2218,2024-01-28,36750.86
2219,2024-01-29,36744.92
2220,2024-01-30,36738.98
2221,2024-01-31,36733.04
2222,2024-02-01,36727.1
2223,2024-02-02,36721.16
2224,2024-02-03,36715.22
2225,2024-02-04,36709.29
2226,2024-02-05,36703.35
2227,2024-02-06,36697.42
2228,2024-02-07,36691.48
2229,2024-02-08,36685.55
2230,2024-02-09,36679.62
2231,2024-02-10,36688.44
2232,2024-02-11,36697.27
2233,2024-02-12,36706.1
2234,2024-02-13,36714.93
2235,2024-02-14,36723.76
2236,2024-02-15,36732.6
2237,2024-02-16,36741.43
2238,2024-02-17,36750.27
2239,2024-02-18,36759.11
2240,2024-02-19,36767.95
2241,2024-02-20,36776.8
2242,2024-02-21,36785.65
2243,2024-02-22,36794.5
2244,2024-02-23,36803.35
2245,2024-02-24,36812.2
2246,2024-02-25,36821.06
2247,2024-02-26,36829.92
2248,2024-02-27,36838.78
2249,2024-02-28,36847.64
2250,2024-02-29,36856.5
2251,2024-03-01,36865.37
2252,2024-03-02,36874.24
2253,2024-03-03,36883.11
2254,2024-03-04,36891.98
2255,2024-03-05,36900.86
2256,2024-03-06,36909.73
2257,2024-03-07,36918.61
2258,2024-03-08,36927.49
2259,2024-03-09,36936.38
2260,2024-03-10,36943.51
2261,2024-03-11,36950.64
2262,2024-03-12,36957.77
2263,2024-03-13,36964.9
2264,2024-03-14,36972.04
2265,2024-03-15,36979.17
2266,2024-03-16,36986.31
2267,2024-03-17,36993.44
2268,2024-03-18,37000.58
2269,2024-03-19,37007.72
2270,2024-03-20,37014.87
2271,2024-03-21,37022.01
2272,2024-03-22,37029.16
2273,2024-03-23,37036.3
2274,2024-03-24,37043.45
2275,2024-03-25,37050.6
2276,2024-03-26,37057.75
2277,2024-03-27,37064.9
2278,2024-03-28,37072.05
2279,2024-03-29,37079.21
2280,2024-03-30,37086.36
2281,2024-03-31,37093.52
2282,2024-04-01,37100.68
2283,2024-04-02,37107.84
2284,2024-04-03,37115.0
2285,2024-04-04,37122.16
2286,2024-04-05,37129.33
2287,2024-04-06,37136.49
2288,2024-04-07,37143.66
2289,2024-04-08,37150.83
2290,2024-04-09,37158.0
