,ds,y
997,2020-09-24,28702.11
998,2020-09-25,28703.07
999,2020-09-26,28704.02
1000,2020-09-27,28704.98
1001,2020-09-28,28705.94
1002,2020-09-29,28706.89
1003,2020-09-30,28707.85
1004,2020-10-01,28708.8
1005,2020-10-02,28709.76
1006,2020-10-03,28710.72
1007,2020-10-04,28711.67
1008,2020-10-05,28712.63
1009,2020-10-06,28713.59
1010,2020-10-07,28714.54
1011,2020-10-08,28715.5
1012,2020-10-09,28716.46
1013,2020-10-10,28722.0
1014,2020-10-11,28727.54
1015,2020-10-12,28733.09
1016,2020-10-13,28738.63
1017,2020-10-14,28744.18
1018,2020-10-15,28749.73
1019,2020-10-16,28755.28
1020,2020-10-17,28760.83
1021,2020-10-18,28766.38
1022,2020-10-19,28771.93
1023,2020-10-20,28777.48
1024,2020-10-21,28783.03
1025,2020-10-22,28788.59
1026,2020-10-23,28794.14
1027,2020-10-24,28799.7
1028,2020-10-25,28805.26
1029,2020-10-26,28810.82
1030,2020-10-27,28816.38
1031,2020-10-28,28821.94
1032,2020-10-29,28827.5
1033,2020-10-30,28833.07
1034,2020-10-31,28838.63
1035,2020-11-01,28844.2
1036,2020-11-02,28849.76
1037,2020-11-03,28855.33
1038,2020-11-04,28860.9
1039,2020-11-05,28866.47
1040,2020-11-06,28872.04
1041,2020-11-07,28877.61
1042,2020-11-08,28883.18
1043,2020-11-09,28888.76
1044,2020-11-10,28895.48
1045,2020-11-11,28902.2
1046,2020-11-12,28908.92
1047,2020-11-13,28915.64
1048,2020-11-14,28922.37
1049,2020-11-15,28929.09
1050,2020-11-16,28935.82
1051,2020-11-17,28942.55
1052,2020-11-18,28949.28
1053,2020-11-19,28956.01
1054,2020-11-20,28962.74
1055,2020-11-21,28969.48
1056,2020-11-22,28976.22
1057,2020-11-23,28982.95
1058,2020-11-24,28989.69
1059,2020-11-25,28996.44
1060,2020-11-26,29003.18
1061,2020-11-27,29009.92
1062,2020-11-28,29016.67
1063,2020-11-29,29023.42
1064,2020-11-30,29030.17
1065,2020-12-01,29036.92
1066,2020-12-02,29043.67
1067,2020-12-03,29050.42
1068,2020-12-04,29057.18
1069,2020-12-05,29063.94
1070,2020-12-06,29070.7
1071,2020-12-07,29077.46
1072,2020-12-08,29084.22
1073,2020-12-09,29090.98
1074,2020-12-10,29090.04
1075,2020-12-11,29089.1
1076,2020-12-12,29088.16
1077,2020-12-13,29087.22
1078,2020-12-14,29086.29
1079,2020-12-15,29085.35
1080,2020-12-16,29084.41
1081,2020-12-17,29083.47
1082,2020-12-18,29082.53
1083,2020-12-19,29081.59
1084,2020-12-20,29080.65
1085,2020-12-21,29079.72
1086,2020-12-22,29078.78
1087,2020-12-23,29077.84
1088,2020-12-24,29076.9
1089,2020-12-25,29075.96
1090,2020-12-26,29075.02
1091,2020-12-27,29074.08
1092,2020-12-28,29073.15
1093,2020-12-29,29072.21
1094,2020-12-30,29071.27
1095,2020-12-31,29070.33
1096,2021-01-01,29069.39
1097,2021-01-02,29068.46
1098,2021-01-03,29067.52
1099,2021-01-04,29066.58
1100,2021-01-05,29065.64
1101,2021-01-06,29064.7
1102,2021-01-07,29063.76
1103,2021-01-08,29062.83
1104,2021-01-09,29061.89
1105,2021-01-10,29064.7
1106,2021-01-11,29067.51
1107,2021-01-12,29070.32
1108,2021-01-13,29073.13
1109,2021-01-14,29075.93
1110,2021-01-15,29078.74
1111,2021-01-16,29081.55
1112,2021-01-17,29084.36
1113,2021-01-18,29087.18
1114,2021-01-19,29089.99
1115,2021-01-20,29092.8
1116,2021-01-21,29095.61
1117,2021-01-22,29098.42
1118,2021-01-23,29101.23
1119,2021-01-24,29104.04
1120,2021-01-25,29106.86
1121,2021-01-26,29109.67
1122,2021-01-27,29112.48
1123,2021-01-28,29115.3
1124,2021-01-29,29118.11
1125,2021-01-30,29120.92
1126,2021-01-31,29123.74
1127,2021-02-01,29126.55
1128,2021-02-02,29129.37
1129,2021-02-03,29132.18
1130,2021-02-04,29135.0
1131,2021-02-05,29137.81
1132,2021-02-06,29140.63
1133,2021-02-07,29143.44
1134,2021-02-08,29146.26
1135,2021-02-09,29149.08
1136,2021-02-10,29156.34
1137,2021-02-11,29163.61
1138,2021-02-12,29170.87
1139,2021-02-13,29178.14
1140,2021-02-14,29185.41
1141,2021-02-15,29192.68
1142,2021-02-16,29199.96
1143,2021-02-17,29207.23
1144,2021-02-18,29214.51
1145,2021-02-19,29221.79
1146,2021-02-20,29229.07
1147,2021-02-21,29236.35
1148,2021-02-22,29243.64
1149,2021-02-23,29250.92
1150,2021-02-24,29258.21
1151,2021-02-25,29265.5
1152,2021-02-26,29272.79
1153,2021-02-27,29280.09
1154,2021-02-28,29287.38
1155,2021-03-01,29294.68
1156,2021-03-02,29301.98
1157,2021-03-03,29309.28
1158,2021-03-04,29316.58
1159,2021-03-05,29323.89
1160,2021-03-06,29331.19
1161,2021-03-07,29338.5
1162,2021-03-08,29345.81
1163,2021-03-09,29353.12
1164,2021-03-10,29355.01
1165,2021-03-11,29356.9
1166,2021-03-12,29358.8
1167,2021-03-13,29360.69
1168,2021-03-14,29362.58
1169,2021-03-15,29364.47
1170,2021-03-16,29366.37
1171,2021-03-17,29368.26
1172,2021-03-18,29370.15
1173,2021-03-19,29372.04
1174,2021-03-20,29373.94
1175,2021-03-21,29375.83
1176,2021-03-22,29377.72
1177,2021-03-23,29379.62
1178,2021-03-24,29381.51
1179,2021-03-25,29383.41
1180,2021-03-26,29385.3
1181,2021-03-27,29387.19
1182,2021-03-28,29389.09
1183,2021-03-29,29390.98
1184,2021-03-30,29392.88
1185,2021-03-31,29394.77
1186,2021-04-01,29396.67
1187,2021-04-02,29398.56
1188,2021-04-03,29400.45
1189,2021-04-04,29402.35
1190,2021-04-05,29404.24
1191,2021-04-06,29406.14
1192,2021-04-07,29408.04
1193,2021-04-08,29409.93
1194,2021-04-09,29411.83
1195,2021-04-10,29415.74
1196,2021-04-11,29419.66
1197,2021-04-12,29423.57
1198,2021-04-13,29427.49
1199,2021-04-14,29431.41
1200,2021-04-15,29435.32
1201,2021-04-16,29439.24
1202,2021-04-17,29443.16
1203,2021-04-18,29447.07
1204,2021-04-19,29450.99
1205,2021-04-20,29454.91
1206,2021-04-21,29458.83
1207,2021-04-22,29462.75
1208,2021-04-23,29466.67
1209,2021-04-24,29470.59
1210,2021-04-25,29474.52
1211,2021-04-26,29478.44
1212,2021-04-27,29482.36
1213,2021-04-28,29486.29
1214,2021-04-29,29490.21
1215,2021-04-30,29494.13
1216,2021-05-01,29498.06
1217,2021-05-02,29501.98
1218,2021-05-03,29505.91
1219,2021-05-04,29509.84
1220,2021-05-05,29513.76
1221,2021-05-06,29517.69
1222,2021-05-07,29521.62
1223,2021-05-08,29525.55
1224,2021-05-09,29529.48
1225,2021-05-10,29533.28
1226,2021-05-11,29537.09
1227,2021-05-12,29540.89
1228,2021-05-13,29544.69
1229,2021-05-14,29548.5
1230,2021-05-15,29552.3
1231,2021-05-16,29556.11
1232,2021-05-17,29559.92
1233,2021-05-18,29563.72
1234,2021-05-19,29567.53
1235,2021-05-20,29571.34
1236,2021-05-21,29575.15
1237,2021-05-22,29578.96
1238,2021-05-23,29582.77
1239,2021-05-24,29586.57
1240,2021-05-25,29590.39
1241,2021-05-26,29594.2
1242,2021-05-27,29598.01
1243,2021-05-28,29601.82
1244,2021-05-29,29605.63
1245,2021-05-30,29609.44
1246,2021-05-31,29613.26
1247,2021-06-01,29617.07
1248,2021-06-02,29620.88
1249,2021-06-03,29624.7
1250,2021-06-04,29628.51
1251,2021-06-05,29632.33
1252,2021-06-06,29636.15
1253,2021-06-07,29639.96
1254,2021-06-08,29643.78
1255,2021-06-09,29647.6
1256,2021-06-10,29650.56
1257,2021-06-11,29653.52
1258,2021-06-12,29656.48
1259,2021-06-13,29659.44
1260,2021-06-14,29662.41
1261,2021-06-15,29665.37
1262,2021-06-16,29668.33
1263,2021-06-17,29671.29
1264,2021-06-18,29674.25
1265,2021-06-19,29677.22
1266,2021-06-20,29680.18
1267,2021-06-21,29683.15
1268,2021-06-22,29686.11
1269,2021-06-23,29689.07
1270,2021-06-24,29692.04
1271,2021-06-25,29695.0
1272,2021-06-26,29697.97
1273,2021-06-27,29700.93
1274,2021-06-28,29703.9
1275,2021-06-29,29706.87
1276,2021-06-30,29709.83
1277,2021-07-01,29712.8
1278,2021-07-02,29715.77
1279,2021-07-03,29718.73
1280,2021-07-04,29721.7
1281,2021-07-05,29724.67
1282,2021-07-06,29727.64
1283,2021-07-07,29730.6
1284,2021-07-08,29733.57
1285,2021-07-09,29736.54
1286,2021-07-10,29737.5
1287,2021-07-11,29738.46
1288,2021-07-12,29739.42
1289,2021-07-13,29740.38
1290,2021-07-14,29741.33
1291,2021-07-15,29742.29
1292,2021-07-16,29743.25
1293,2021-07-17,29744.21
1294,2021-07-18,29745.17
1295,2021-07-19,29746.13
1296,2021-07-20,29747.09
1297,2021-07-21,29748.05
1298,2021-07-22,29749.01
1299,2021-07-23,29749.97
1300,2021-07-24,29750.92
1301,2021-07-25,29751.88
1302,2021-07-26,29752.84
1303,2021-07-27,29753.8
1304,2021-07-28,29754.76
1305,2021-07-29,29755.72
1306,2021-07-30,29756.68
1307,2021-07-31,29757.64
1308,2021-08-01,29758.6
1309,2021-08-02,29759.56
1310,2021-08-03,29760.52
1311,2021-08-04,29761.48
1312,2021-08-05,29762.44
1313,2021-08-06,29763.4
1314,2021-08-07,29764.36
1315,2021-08-08,29765.32
1316,2021-08-09,29766.28
1317,2021-08-10,29773.93
1318,2021-08-11,29781.59
1319,2021-08-12,29789.24
1320,2021-08-13,29796.9
1321,2021-08-14,29804.56
1322,2021-08-15,29812.22
1323,2021-08-16,29819.89
1324,2021-08-17,29827.55
1325,2021-08-18,29835.22
1326,2021-08-19,29842.89
1327,2021-08-20,29850.56
1328,2021-08-21,29858.23
1329,2021-08-22,29865.91
1330,2021-08-23,29873.59
1331,2021-08-24,29881.27
1332,2021-08-25,29888.95
1333,2021-08-26,29896.63
1334,2021-08-27,29904.32
1335,2021-08-28,29912.01
1336,2021-08-29,29919.7
1337,2021-08-30,29927.39
1338,2021-08-31,29935.08
1339,2021-09-01,29942.78
1340,2021-09-02,29950.47
1341,2021-09-03,29958.17
1342,2021-09-04,29965.87
1343,2021-09-05,29973.58
1344,2021-09-06,29981.28
1345,2021-09-07,29988.99
1346,2021-09-08,29996.7
1347,2021-09-09,30004.41
1348,2021-09-10,30008.4
1349,2021-09-11,30012.4
1350,2021-09-12,30016.39
1351,2021-09-13,30020.38
1352,2021-09-14,30024.38
1353,2021-09-15,30028.38
1354,2021-09-16,30032.37
1355,2021-09-17,30036.37
1356,2021-09-18,30040.36
1357,2021-09-19,30044.36
1358,2021-09-20,30048.36
1359,2021-09-21,30052.36
1360,2021-09-22,30056.36
1361,2021-09-23,30060.36
1362,2021-09-24,30064.36
1363,2021-09-25,30068.36
1364,2021-09-26,30072.36
1365,2021-09-27,30076.36
1366,2021-09-28,30080.37
1367,2021-09-29,30084.37
1368,2021-09-30,30088.37
1369,2021-10-01,30092.38
1370,2021-10-02,30096.38
1371,2021-10-03,30100.39
1372,2021-10-04,30104.39
1373,2021-10-05,30108.4
1374,2021-10-06,30112.4
1375,2021-10-07,30116.41
1376,2021-10-08,30120.42
1377,2021-10-09,30124.43
1378,2021-10-10,30136.02
1379,2021-10-11,30147.62
1380,2021-10-12,30159.23
1381,2021-10-13,30170.83
1382,2021-10-14,30182.44
1383,2021-10-15,30194.06
1384,2021-10-16,30205.68
1385,2021-10-17,30217.31
1386,2021-10-18,30228.94
1387,2021-10-19,30240.57
1388,2021-10-20,30252.21
1389,2021-10-21,30263.85
1390,2021-10-22,30275.5
1391,2021-10-23,30287.15
1392,2021-10-24,30298.81
1393,2021-10-25,30310.47
1394,2021-10-26,30322.13
1395,2021-10-27,30333.8
1396,2021-10-28,30345.48
1397,2021-10-29,30357.16
1398,2021-10-30,30368.84
1399,2021-10-31,30380.53
1400,2021-11-01,30392.22
1401,2021-11-02,30403.92
1402,2021-11-03,30415.62
1403,2021-11-04,30427.33
1404,2021-11-05,30439.04
1405,2021-11-06,30450.75
1406,2021-11-07,30462.47
1407,2021-11-08,30474.19
1408,2021-11-09,30485.92
1409,2021-11-10,30499.05
1410,2021-11-11,30512.18
1411,2021-11-12,30525.32
1412,2021-11-13,30538.47
1413,2021-11-14,30551.62
1414,2021-11-15,30564.77
1415,2021-11-16,30577.94
1416,2021-11-17,30591.1
1417,2021-11-18,30604.28
1418,2021-11-19,30617.46
1419,2021-11-20,30630.64
1420,2021-11-21,30643.83
1421,2021-11-22,30657.03
1422,2021-11-23,30670.23
1423,2021-11-24,30683.44
1424,2021-11-25,30696.65
1425,2021-11-26,30709.87
1426,2021-11-27,30723.1
1427,2021-11-28,30736.33
1428,2021-11-29,30749.56
1429,2021-11-30,30762.8
1430,2021-12-01,30776.05
1431,2021-12-02,30789.3
1432,2021-12-03,30802.56
1433,2021-12-04,30815.83
1434,2021-12-05,30829.1
1435,2021-12-06,30842.37
1436,2021-12-07,30855.66
1437,2021-12-08,30868.94
1438,2021-12-09,30882.24
1439,2021-12-10,30887.21
1440,2021-12-11,30892.18
1441,2021-12-12,30897.15
1442,2021-12-13,30902.12
1443,2021-12-14,30907.09
1444,2021-12-15,30912.07
1445,2021-12-16,30917.04
1446,2021-12-17,30922.01
1447,2021-12-18,30926.99
1448,2021-12-19,30931.97
1449,2021-12-20,30936.94
1450,2021-12-21,30941.92
1451,2021-12-22,30946.9
1452,2021-12-23,30951.88
1453,2021-12-24,30956.86
1454,2021-12-25,30961.84
1455,2021-12-26,30966.82
1456,2021-12-27,30971.8
1457,2021-12-28,30976.79
1458,2021-12-29,30981.77
1459,2021-12-30,30986.76
1460,2021-12-31,30991.74
1461,2022-01-01,30996.73
1462,2022-01-02,31001.72
1463,2022-01-03,31006.71
1464,2022-01-04,31011.69
1465,2022-01-05,31016.68
1466,2022-01-06,31021.67
1467,2022-01-07,31026.67
1468,2022-01-08,31031.66
1469,2022-01-09,31036.65
1470,2022-01-10,31044.63
1471,2022-01-11,31052.61
1472,2022-01-12,31060.59
1473,2022-01-13,31068.58
1474,2022-01-14,31076.56
1475,2022-01-15,31084.55
1476,2022-01-16,31092.54
1477,2022-01-17,31100.54
1478,2022-01-18,31108.53
1479,2022-01-19,31116.53
1480,2022-01-20,31124.53
1481,2022-01-21,31132.53
1482,2022-01-22,31140.53
1483,2022-01-23,31148.54
1484,2022-01-24,31156.54
1485,2022-01-25,31164.55
1486,2022-01-26,31172.57
1487,2022-01-27,31180.58
1488,2022-01-28,31188.59
1489,2022-01-29,31196.61
1490,2022-01-30,31204.63
1491,2022-01-31,31212.65
1492,2022-02-01,31220.68
1493,2022-02-02,31228.7
1494,2022-02-03,31236.73
1495,2022-02-04,31244.76
1496,2022-02-05,31252.79
1497,2022-02-06,31260.83
1498,2022-02-07,31268.86
1499,2022-02-08,31276.9
1500,2022-02-09,31284.94
1501,2022-02-10,31298.27
1502,2022-02-11,31311.61
1503,2022-02-12,31324.95
1504,2022-02-13,31338.3
1505,2022-02-14,31351.65
1506,2022-02-15,31365.01
1507,2022-02-16,31378.38
1508,2022-02-17,31391.75
1509,2022-02-18,31405.12
1510,2022-02-19,31418.5
1511,2022-02-20,31431.89
1512,2022-02-21,31445.29
1513,2022-02-22,31458.68
1514,2022-02-23,31472.09
1515,2022-02-24,31485.5
1516,2022-02-25,31498.92
1517,2022-02-26,31512.34
1518,2022-02-27,31525.77
1519,2022-02-28,31539.2
1520,2022-03-01,31552.64
1521,2022-03-02,31566.08
1522,2022-03-03,31579.53
1523,2022-03-04,31592.99
1524,2022-03-05,31606.45
1525,2022-03-06,31619.92
1526,2022-03-07,31633.39
1527,2022-03-08,31646.87
1528,2022-03-09,31660.36
1529,2022-03-10,31663.42
1530,2022-03-11,31666.48
1531,2022-03-12,31669.54
1532,2022-03-13,31672.6
1533,2022-03-14,31675.66
1534,2022-03-15,31678.72
1535,2022-03-16,31681.78
1536,2022-03-17,31684.84
1537,2022-03-18,31687.91
1538,2022-03-19,31690.97
1539,2022-03-20,31694.03
1540,2022-03-21,31697.09
1541,2022-03-22,31700.16
1542,2022-03-23,31703.22
1543,2022-03-24,31706.28
1544,2022-03-25,31709.35
1545,2022-03-26,31712.41
1546,2022-03-27,31715.48
1547,2022-03-28,31718.54
1548,2022-03-29,31721.61
1549,2022-03-30,31724.67
1550,2022-03-31,31727.74
1551,2022-04-01,31730.8
1552,2022-04-02,31733.87
1553,2022-04-03,31736.94
1554,2022-04-04,31740.0
1555,2022-04-05,31743.07
1556,2022-04-06,31746.14
1557,2022-04-07,31749.2
1558,2022-04-08,31752.27
1559,2022-04-09,31755.34
1560,2022-04-10,31775.27
1561,2022-04-11,31795.21
1562,2022-04-12,31815.17
1563,2022-04-13,31835.13
1564,2022-04-14,31855.11
1565,2022-04-15,31875.1
1566,2022-04-16,31895.11
1567,2022-04-17,31915.12
1568,2022-04-18,31935.15
1569,2022-04-19,31955.2
1570,2022-04-20,31975.25
1571,2022-04-21,31995.32
1572,2022-04-22,32015.4
1573,2022-04-23,32035.49
1574,2022-04-24,32055.6
1575,2022-04-25,32075.71
1576,2022-04-26,32095.84
1577,2022-04-27,32115.99
1578,2022-04-28,32136.14
1579,2022-04-29,32156.31
1580,2022-04-30,32176.49
1581,2022-05-01,32196.69
1582,2022-05-02,32216.89
1583,2022-05-03,32237.11
1584,2022-05-04,32257.34
1585,2022-05-05,32277.59
1586,2022-05-06,32297.84
1587,2022-05-07,32318.11
1588,2022-05-08,32338.4
1589,2022-05-09,32358.69
1590,2022-05-10,32373.21
1591,2022-05-11,32387.73
1592,2022-05-12,32402.26
1593,2022-05-13,32416.79
1594,2022-05-14,32431.33
1595,2022-05-15,32445.88
1596,2022-05-16,32460.44
1597,2022-05-17,32475.0
1598,2022-05-18,32489.56
1599,2022-05-19,32504.14
1600,2022-05-20,32518.72
1601,2022-05-21,32533.31
1602,2022-05-22,32547.9
1603,2022-05-23,32562.5
1604,2022-05-24,32577.11
1605,2022-05-25,32591.72
1606,2022-05-26,32606.34
1607,2022-05-27,32620.97
1608,2022-05-28,32635.6
1609,2022-05-29,32650.24
1610,2022-05-30,32664.89
1611,2022-05-31,32679.54
1612,2022-06-01,32694.2
1613,2022-06-02,32708.87
1614,2022-06-03,32723.54
1615,2022-06-04,32738.22
1616,2022-06-05,32752.9
1617,2022-06-06,32767.6
1618,2022-06-07,32782.29
1619,2022-06-08,32797.0
1620,2022-06-09,32811.71
1621,2022-06-10,32824.76
1622,2022-06-11,32837.81
1623,2022-06-12,32850.87
1624,2022-06-13,32863.94
1625,2022-06-14,32877.01
1626,2022-06-15,32890.08
1627,2022-06-16,32903.16
1628,2022-06-17,32916.25
1629,2022-06-18,32929.34
1630,2022-06-19,32942.44
1631,2022-06-20,32955.54
1632,2022-06-21,32968.64
1633,2022-06-22,32981.75
1634,2022-06-23,32994.87
1635,2022-06-24,33007.99
1636,2022-06-25,33021.12
1637,2022-06-26,33034.25
1638,2022-06-27,33047.39
1639,2022-06-28,33060.53
1640,2022-06-29,33073.68
1641,2022-06-30,33086.83
1642,2022-07-01,33099.99
1643,2022-07-02,33113.16
1644,2022-07-03,33126.33
1645,2022-07-04,33139.5
1646,2022-07-05,33152.68
1647,2022-07-06,33165.86
1648,2022-07-07,33179.05
1649,2022-07-08,33192.25
1650,2022-07-09,33205.45
1651,2022-07-10,33215.05
1652,2022-07-11,33224.65
1653,2022-07-12,33234.25
1654,2022-07-13,33243.86
1655,2022-07-14,33253.47
1656,2022-07-15,33263.08
1657,2022-07-16,33272.7
1658,2022-07-17,33282.32
1659,2022-07-18,33291.94
1660,2022-07-19,33301.56
1661,2022-07-20,33311.19
1662,2022-07-21,33320.82
1663,2022-07-22,33330.45
1664,2022-07-23,33340.08
1665,2022-07-24,33349.72
1666,2022-07-25,33359.36
1667,2022-07-26,33369.0
1668,2022-07-27,33378.65
1669,2022-07-28,33388.3
1670,2022-07-29,33397.95
1671,2022-07-30,33407.6
1672,2022-07-31,33417.26
1673,2022-08-01,33426.92
1674,2022-08-02,33436.58
1675,2022-08-03,33446.25
1676,2022-08-04,33455.92
1677,2022-08-05,33465.59
1678,2022-08-06,33475.26
1679,2022-08-07,33484.94
1680,2022-08-08,33494.62
1681,2022-08-09,33504.3
1682,2022-08-10,33519.33
1683,2022-08-11,33534.37
1684,2022-08-12,33549.41
1685,2022-08-13,33564.46
1686,2022-08-14,33579.51
1687,2022-08-15,33594.58
1688,2022-08-16,33609.65
1689,2022-08-17,33624.72
1690,2022-08-18,33639.81
1691,2022-08-19,33654.9
1692,2022-08-20,33669.99
1693,2022-08-21,33685.1
1694,2022-08-22,33700.21
1695,2022-08-23,33715.33
1696,2022-08-24,33730.45
1697,2022-08-25,33745.58
1698,2022-08-26,33760.72
1699,2022-08-27,33775.86
1700,2022-08-28,33791.01
1701,2022-08-29,33806.17
1702,2022-08-30,33821.34
1703,2022-08-31,33836.51
1704,2022-09-01,33851.69
1705,2022-09-02,33866.87
1706,2022-09-03,33882.06
1707,2022-09-04,33897.26
1708,2022-09-05,33912.47
1709,2022-09-06,33927.68
1710,2022-09-07,33942.9
1711,2022-09-08,33958.13
1712,2022-09-09,33973.36
1713,2022-09-10,33986.87
1714,2022-09-11,34000.39
1715,2022-09-12,34013.91
1716,2022-09-13,34027.44
1717,2022-09-14,34040.97
1718,2022-09-15,34054.51
1719,2022-09-16,34068.05
1720,2022-09-17,34081.6
1721,2022-09-18,34095.15
1722,2022-09-19,34108.71
1723,2022-09-20,34122.28
1724,2022-09-21,34135.85
1725,2022-09-22,34149.42
1726,2022-09-23,34163.01
1727,2022-09-24,34176.59
1728,2022-09-25,34190.18
1729,2022-09-26,34203.78
1730,2022-09-27,34217.38
1731,2022-09-28,34230.99
1732,2022-09-29,34244.61
1733,2022-09-30,34258.23
1734,2022-10-01,34271.85
1735,2022-10-02,34285.48
1736,2022-10-03,34299.11
1737,2022-10-04,34312.76
1738,2022-10-05,34326.4
1739,2022-10-06,34340.05
1740,2022-10-07,34353.71
1741,2022-10-08,34367.37
1742,2022-10-09,34381.04
1743,2022-10-10,34390.98
1744,2022-10-11,34400.92
1745,2022-10-12,34410.86
1746,2022-10-13,34420.81
1747,2022-10-14,34430.76
1748,2022-10-15,34440.71
1749,2022-10-16,34450.67
1750,2022-10-17,34460.63
1751,2022-10-18,34470.59
1752,2022-10-19,34480.55
1753,2022-10-20,34490.52
1754,2022-10-21,34500.49
1755,2022-10-22,34510.46
1756,2022-10-23,34520.44
1757,2022-10-24,34530.42
1758,2022-10-25,34540.4
1759,2022-10-26,34550.38
1760,2022-10-27,34560.37
1761,2022-10-28,34570.36
1762,2022-10-29,34580.35
1763,2022-10-30,34590.35
1764,2022-10-31,34600.35
1765,2022-11-01,34610.35
1766,2022-11-02,34620.36
1767,2022-11-03,34630.36
1768,2022-11-04,34640.37
1769,2022-11-05,34650.39
1770,2022-11-06,34660.4
1771,2022-11-07,34670.42
1772,2022-11-08,34680.44
1773,2022-11-09,34690.47
1774,2022-11-10,34696.24
1775,2022-11-11,34702.01
1776,2022-11-12,34707.78
1777,2022-11-13,34713.55
1778,2022-11-14,34719.32
1779,2022-11-15,34725.09
1780,2022-11-16,34730.86
1781,2022-11-17,34736.64
1782,2022-11-18,34742.41
1783,2022-11-19,34748.19
1784,2022-11-20,34753.97
1785,2022-11-21,34759.75
1786,2022-11-22,34765.53
1787,2022-11-23,34771.31
1788,2022-11-24,34777.09
1789,2022-11-25,34782.87
1790,2022-11-26,34788.65
1791,2022-11-27,34794.44
1792,2022-11-28,34800.22
1793,2022-11-29,34806.01
1794,2022-11-30,34811.8
1795,2022-12-01,34817.58
1796,2022-12-02,34823.37
1797,2022-12-03,34829.16
1798,2022-12-04,34834.95
1799,2022-12-05,34840.75
1800,2022-12-06,34846.54
1801,2022-12-07,34852.33
1802,2022-12-08,34858.13
1803,2022-12-09,34863.92
1804,2022-12-10,34875.11
1805,2022-12-11,34886.31
1806,2022-12-12,34897.51
1807,2022-12-13,34908.71
1808,2022-12-14,34919.92
1809,2022-12-15,34931.13
1810,2022-12-16,34942.34
1811,2022-12-17,34953.56
1812,2022-12-18,34964.78
1813,2022-12-19,34976.01
1814,2022-12-20,34987.23
1815,2022-12-21,34998.47
1816,2022-12-22,35009.7
1817,2022-12-23,35020.94
1818,2022-12-24,35032.18
1819,2022-12-25,35043.43
1820,2022-12-26,35054.68
1821,2022-12-27,35065.93
1822,2022-12-28,35077.19
1823,2022-12-29,35088.45
1824,2022-12-30,35099.72
1825,2022-12-31,35110.98
1826,2023-01-01,35122.26
1827,2023-01-02,35133.53
1828,2023-01-03,35144.81
1829,2023-01-04,35156.09
1830,2023-01-05,35167.38
1831,2023-01-06,35178.67
1832,2023-01-07,35189.96
1833,2023-01-08,35201.26
1834,2023-01-09,35212.56
1835,2023-01-10,35215.96
1836,2023-01-11,35219.37
1837,2023-01-12,35222.77
1838,2023-01-13,35226.17
1839,2023-01-14,35229.58
1840,2023-01-15,35232.98
1841,2023-01-16,35236.39
1842,2023-01-17,35239.79
1843,2023-01-18,35243.2
1844,2023-01-19,35246.6
1845,2023-01-20,35250.01
1846,2023-01-21,35253.41
1847,2023-01-22,35256.82
1848,2023-01-23,35260.23
1849,2023-01-24,35263.64
1850,2023-01-25,35267.04
1851,2023-01-26,35270.45
1852,2023-01-27,35273.86
1853,2023-01-28,35277.27
1854,2023-01-29,35280.68
1855,2023-01-30,35284.09
1856,2023-01-31,35287.5
1857,2023-02-01,35290.91
1858,2023-02-02,35294.32
1859,2023-02-03,35297.73
1860,2023-02-04,35301.14
1861,2023-02-05,35304.55
1862,2023-02-06,35307.96
1863,2023-02-07,35311.37
1864,2023-02-08,35314.79
1865,2023-02-09,35318.2
1866,2023-02-10,35328.25
1867,2023-02-11,35338.31
1868,2023-02-12,35348.37
1869,2023-02-13,35358.43
1870,2023-02-14,35368.49
1871,2023-02-15,35378.56
1872,2023-02-16,35388.63
1873,2023-02-17,35398.7
1874,2023-02-18,35408.77
1875,2023-02-19,35418.85
1876,2023-02-20,35428.93
1877,2023-02-21,35439.02
1878,2023-02-22,35449.1
1879,2023-02-23,35459.19
1880,2023-02-24,35469.28
1881,2023-02-25,35479.38
1882,2023-02-26,35489.48
1883,2023-02-27,35499.58
1884,2023-02-28,35509.68
1885,2023-03-01,35519.79
1886,2023-03-02,35529.9
1887,2023-03-03,35540.01
1888,2023-03-04,35550.13
1889,2023-03-05,35560.24
1890,2023-03-06,35570.37
1891,2023-03-07,35580.49
1892,2023-03-08,35590.62
1893,2023-03-09,35600.75
1894,2023-03-10,35599.6
1895,2023-03-11,35598.45
1896,2023-03-12,35597.3
1897,2023-03-13,35596.15
1898,2023-03-14,35595.01
1899,2023-03-15,35593.86
1900,2023-03-16,35592.71
1901,2023-03-17,35591.56
1902,2023-03-18,35590.41
1903,2023-03-19,35589.26
1904,2023-03-20,35588.11
1905,2023-03-21,35586.96
1906,2023-03-22,35585.82
1907,2023-03-23,35584.67
1908,2023-03-24,35583.52
1909,2023-03-25,35582.37
1910,2023-03-26,35581.22
1911,2023-03-27,35580.07
1912,2023-03-28,35578.93
1913,2023-03-29,35577.78
1914,2023-03-30,35576.63
1915,2023-03-31,35575.48
1916,2023-04-01,35574.33
1917,2023-04-02,35573.19
1918,2023-04-03,35572.04
1919,2023-04-04,35570.89
1920,2023-04-05,35569.74
1921,2023-04-06,35568.59
1922,2023-04-07,35567.44
1923,2023-04-08,35566.3
1924,2023-04-09,35565.15
1925,2023-04-10,35578.12
1926,2023-04-11,35591.1
1927,2023-04-12,35604.08
1928,2023-04-13,35617.07
1929,2023-04-14,35630.06
